ID;Ano;DOI;Study;Localização;Experimental;Controle;Classe  de Solo WRB/USDA ;Classe de solo SiBSC;Profundidade (cm);Variavel;m_e;sd_e;n_e;m_c;sd_c;n_c;ln;Unidade;Objetivo Resumido;Observações importantes
41;2025;10.31545/intagr/195906;Gajewski et al.;Brody (Polônia);No-tillage ;Conventional Tillage  + Wheat-Wheat (CT+WW);Albic Luvisol (Epiarenic);Argissolo Acinzentado;0–15; Soil Organic Carbon (SOC);11,8;0,94;4;10,1;0,81;4;0,16;g/kg⁻¹;Avaliar os efeitos de coberturas vegetais (ervilha e mostarda) e preparo do solo em propriedades físicas e retenção de água;"Uso de mostarda com CT resultou no maior teor de carbono; diferença de +1.7 g/kg em relação ao controle simplificado ST"
42;2023;10.3390/agronomy13010224;Zhong et al.;Loess Plateau (China);White Mustard  + Conventional Tillage;Sem cobertura  + Strip-Till;Calcareous Cinnamon Soil;Cambissolo Háplico Calcário;0–20; Soil Organic Carbon (SOC);5,22;0,42;3;4,85;0,39;3;0,07;g/kg⁻¹;Avaliar impacto de diferentes métodos de pousio (NT, ST, DP) na comunidade microbiana e propriedades do solo.;"ST aumentou SOC em relação a DP; valores adicionais de DOC, DON e SWC também coletados."
42;2023;10.3390/agronomy13010224;Zhong et al.;Loess Plateau (China);Subsoiling tillage (ST);Deep plowing (DP);Calcareous Cinnamon Soil;Cambissolo Háplico Calcário;0–20;Total Nitrogen (TN);2,32;0,07;3;2,01;0,05;3;0,14;g/kg⁻¹;Comparar práticas de pousio sobre estrutura e nutrientes do solo.;Aumento de TN com ST (~15%). Dados extraídos de tabela de nutrientes.
42;2023;Idem;Zhong et al.;Loess Plateau (China);Subsoiling tillage (ST);Deep plowing (DP);Calcareous Cinnamon Soil;Cambissolo Háplico Calcário;0–20;Soil pH;7,77;0,12;3;7,71;0,12;3;0,01;-;Idem;"Valores levemente superiores no ST; medidos em solução 1:5 de água."
43;2022;10.1038/s41598-022-15110-z;Du et al.;Loess Plateau (China);Subsoiling tillage (ST);Deep plowing (DP);Haplicorthic Aridisols;Neossolo Litólico;0–20; Soil Organic Carbon (SOC);4,17;0,17;3;3,58;0,05;3;0,15;g/kg⁻¹;Avaliar o efeito da substituição de N mineral por esterco bovino na distribuiçãoo de TOC por fraçõeses de agregados.;TOC mais elevado nos microagregados com aplicaçõeso de esterco. Diferenças estatisticamente significativas. Estoque de carbono mais alto com esterco. Aproximadamente 8% superior ao fertilizante químico.
44;2023;10.1186/s40538-023-00411-w;Shi et al.;Loess Plateau (China);OF-100% (100% esterco bovino);CF (fertilizante quí­Â­mico);Loess soil;Cambissolo Háplico;0–20; Soil Organic Carbon (SOC);16,04;0,15;3;14,11;0,14;3;0,13;g/kg⁻¹;Avaliar como leguminosa em rotação com batata + cobertura plástica afeta nutrientes e microbiota do solo;"TC aumentou ~14% com R1F vs. PC; estatisticamente significativo"
44;2023;Idem;Shi et al.;Loess Plateau (China);rotaçãoo  + cobertura;Conventional tillage;Loess soil;Cambissolo Háplico;0–20;Available Potassium (AK);232,8;1,18;3;166,94;7,38;3;0,33;mg/kg;Idem;"Potássio total disponível significativamente superior; aumento ~39%"
44;2023;Idem;Shi et al.;Loess Plateau (China);rotaçãoo  + cobertura;Conventional tillage;Loess soil;Cambissolo Háplico;0–20;Available Total Phosphorus (ATP);15,25;0,23;3;11,32;0,37;3;0,3;mg/kg;Idem;Aumento de ~35% no fósforo total disponível com rotação e cobertura plástica
44;2023;10.1186/s40538-023-00411-w;Shi et al.;Loess Plateau (China);rotaçãoo  + cobertura;Conventional tillage;Loess soil;Cambissolo Háplico;0–20;Total Nitrogen (TN);1,08;0,03;3;0,89;0,01;3;0,19;g/kg⁻¹;Avaliar efeitos de rotação com leguminosa e mulching sobre N e C do solo.;"Maior acúmulo de N total com R1F; aumento de 21%."
44;2023;Idem;Shi et al.;Loess Plateau (China);R1F (feijí£o  + cobertura);PC (sem cobertura);Loess soil;Cambissolo Háplico;0–20;Soil pH;7,16;0,03;3;7,72;0,06;3;-0,08;-;Idem;Redução significativa no pH do solo com rotação de leguminosas e cobertura plástica
45;2021;10.1590/1809-4430-Eng.Agric.v41n5p504-516/2021;Shao et al.;Jilin (China);rotaçãoo  + cobertura;Conventional tillage;;Gleissolo Háplico Eutrófico;0–20; Soil Organic Carbon (SOC);4,48;0,05;3;3,94;0,06;3;0,13;g/kg⁻¹;Avaliar os efeitos da combinação de palhada e mulching plástico em produtividade e propriedades do solo em arroz de clima frio.;"Maior SOM com 40% palha + mulching; diferenças estatisticamente significativas."
45;2021;10.1590/1809-4430-Eng.Agric.v41n5p504-516/2021;Shao et al.;Jilin (China);Mulching  + 40% palha (S2-M);Contentional tillage  + palhada;Gleissolo;Gleissolo Háplico Eutrófico;0–20;Total Nitrogen (TN);0,64;0,01;3;0,47;0,01;3;0,31;g/kg⁻¹;Efeitos de palha e cobertura sobre produtividade e propriedades do solo em arroz.;Aumento de ~36% em TN com cobertura plástica + palha.
46;2022;10.3390/agronomy12122974;Soratto et al.;Botucatu-SP (Brasil);Mulching  + 40% palha;Sem mulching;Ferralsol;Latossolo Vermelho Distrófico;0–20; Soil Organic Carbon (SOC);2;0,12;4;1,7;0,1;4;0,16;g/kg⁻¹;Avaliar como diferentes culturas de inverno afetam os nutrientes e rendimento da soja sob SPD.;"SOC maior após crambe e girassol; variações pequenas entre estações."
46;2022;Idem;Soratto et al.;Botucatu-SP (Brasil);Rotaçãoo (Sunflower/Maize/Crambe);Pousio (Fallow);Ferralsol;Latossolo Vermelho Distrófico;0–20;Available Potassium (AK);269;6;4;217;5;4;0,21;mg/kg;Idem;"Potássio disponível (AK) aumentou com crambe; tendência consistente em todas as safras."
46;2022;Idem;Soratto et al.;Botucatu-SP (Brasil);Rotaçãoo (Sunflower/Maize/Crambe);Pousio (Fallow);Ferralsol;Latossolo Vermelho Distrófico;0–20;Available Total Phosphorus (ATP);20;1;4;14;0,8;4;0,36;mg/kg;Idem;"Available Total Phosphorus (ATP)maior com crambe e girassol; até 6 mg/kg superior ao pousio."
46;2022;10.3390/agronomy12122974;Soratto et al.;Botucatu-SP (Brasil);Rotaçãoo (Sunflower/Maize/Crambe);Pousio (Fallow);Ferralsol;Latossolo Vermelho Distrófico;0–20;Total Nitrogen (TN);0,64;0,01;4;0,55;0,01;4;0,15;g/kg⁻¹;Efeitos de cultivos de inverno sobre nutrientes e produtividade da soja.;TN superior em crambe/girassol comparado ao pousio (~16%).
46;2022;Idem;Soratto et al.;Botucatu-SP (Brasil);Rotaçãoo (milho/girassol);Pousio;Ferralsol;Latossolo Vermelho Distrófico;0–20;Soil pH;4,7;0,05;4;4,5;0,04;4;0,04;;Idem;"pH levemente maior sob crambe e milho; variação entre 4.5 a 4.8."
47;2020;10.3390/agronomy10020235;Wang et al.;North China Plain (China);Rotaçãoo (Sunflower/Maize/Crambe);Pousio (Fallow);Calcaric Fluvisol;Cambissolo Háplico Eutrófico;0–20; Soil Organic Carbon (SOC);16,35;1,31;3;15,55;1,24;3;0,05;Mg ha⁻¹ ano⁻¹;Avaliar os efeitos de sete rotações diversificadas sobre indicadores de saúde do solo e produtividade do trigo.;
47;2020;10.3390/agronomy10020235;Wang et al.;North China Plain (China);Pswâ†’WM (Sweet potato rotation);WMâ†’WM (Winter wheatâ€“summer maize);Calcaric Fluvisol;Cambissolo Háplico Eutrófico;0–20;Available Total Phosphorus (ATP);37,6;3,76;3;33,03;3,3;3;0,13;kg/ha;Idem;
47;2020;10.3390/agronomy10020235;Wang et al.;North China Plain (China);Pswâ†’WM (Sweet potato rotation);WMâ†’WM (Winter wheatâ€“summer maize);Calcaric Fluvisol;Cambissolo Háplico Eutrófico;0–20;Total Nitrogen (TN);2,72;0,22;3;2,58;0,21;3;0,05;Mg/ha;Rotação com batata-doce versus monocultura sobre indicadores do solo.;TN aumentou 5.3% sob rotação com batata-doce.
48;2022;10.3390/agronomy12020517;Tang et al.;Hunan (China);Pswâ†’WM (batata-doce);WMâ†’WM (trigoâ€“milho);Stagnic Anthrosols;Gleissolo Melânico;0–20; Soil Organic Carbon (SOC);23,59;0,67;3;20,18;0,56;3;0,16;g/kg⁻¹;Avaliar o efeito de diferentes sistemas de manejo (5 anos) sobre C orgânico  densidade e emissões de GEE. ;"SOC aumentou significativamente em CT (+3,41 g/kg vs. RTO); maior acúmulo de C observado."
49;2020;10.3390/agronomy10010061;Ma et al.;North China Plain (China);CT (Convencional  + palha);RTO (Rotativo sem palha);Silt Loam (USDA);Cambissolo Háplico Eutrófico;0–5; Soil Organic Carbon (SOC);11,1;0,31;3;7,88;0,22;3;0,34;g/kg⁻¹;Avaliar o impacto de modos de retorno de palha (trigo e milho) sobre agregação e carbono do solo.;SOC significativamente maior no tratamento WR-MR em todos os níveis de profundidade analisados.
49;2020;10.3390/agronomy10010061;Ma et al.;North China Plain (China);WR-MR (palha trigo  + milho);NSR (sem retorno de palha);Silt Loam (USDA);Cambissolo Háplico Eutrófico;5–10; Soil Organic Carbon (SOC);11,23;0,31;3;7,73;0,22;3;0,37;g/kg⁻¹;Idem;Diferenças marcantes na faixa de 5–10 cm entre WR-MR e NSR
49;2020;10.3390/agronomy10010061;Ma et al.;North China Plain (China);WR-MR (palha trigo  + milho);NSR (sem retorno de palha);Silt Loam (USDA);Cambissolo Háplico Eutrófico;10–20; Soil Organic Carbon (SOC);6,58;0,28;3;4,37;0,16;3;0,41;g/kg⁻¹;Idem;Acúmulo de carbono em macroagregados observado
50;2019;10.3390/agriculture9070145;Mancinelli et al.;Viterbo (Itália);WR-MR (palha trigo  + milho);NSR (sem retorno de palha);Typic Xerofluvent;Cambissolo Háplico;0–30; Soil Organic Carbon (SOC);9,7;0,78;3;8,4;0,67;3;0,14;g/100g⁻¹;Avaliar os efeitos da adubação verde com vetch e intensificação ecológica sobre atributos químicos do solo.;"SOC mais elevado com CV (97 g/100g vs 84 no controle); aumento significativo com adubação verde."
50;2019;10.3390/agriculture9070145;Mancinelli et al.;Viterbo (Itália);CV (Common Vetch);Control-N0 (sem adubaçãoo);Typic Xerofluvent;Cambissolo Háplico;0–30;Total Nitrogen (TN);0,02;0;3;-0,03;0;3;#NÚM!;%;Efeitos da adubação verde sobre atributos químicos e eficiência de N em pimentão.;Adubação verde aumentou o TN (+0.021%) vs. decréscimo no controle (–0.034%).
51;2023;10.3390/agronomy13071762;Yang et al.;Jingzhou, Hubei (China);CV (Vetch);Sem adubaçãoo;Silty clay loam;Planossolo Háplico Eutrófico;0–20;Soil Organic Carbon (SOC);29,25;1,14;3;22,89;0,89;3;0,25;g/kg⁻¹;Avaliar o impacto do manejo de palha e preparo do solo sobre propriedades físicas e químicas em sistema arroz-ratoon.;"SOC aumentou significativamente com PT+S (+27,8%) em relação a NT-S; influência confirmada em ambas as camadas (0–20 e 20–40 cm)."
52;2023;10.3390/agronomy13071762;Yang et al.;Jingzhou, Hubei (China);PT+S (Plow tillage  + straw retention);NT-S (No-tillage, no straw);Silty clay loam;Planossolo Háplico Eutrófico;0–20;Soil Organic Carbon (SOC);29,25;1,14;3;22,89;0,89;3;0,25;g/kg⁻¹;Avaliar os efeitos combinados de manejo de palha e preparo do solo em arroz-ratoon sobre densidade, porosidade e C orgânico.;"SOC foi 27,8% maior com PT+S; efeito observado em ambas as profundidades."
52;2024;10.3390/agronomy14102223;Hou et al.;Qiqihar, Heilongjiang (China);PT+S (Plow tillage  + straw retention);NT-S (No-tillage, no straw);Carbonate Chernozem;Chernossolo Argilúvico;0–20;Soil Organic Carbon (SOC);27,81;0,75;3;17,74;2,16;3;0,45;g/kg⁻¹;Investigar o impacto de diferentes técnicas de retorno de palha sobre os nutrientes e a comunidade bacteriana em Chernossolo.;SOC significativamente maior no tratamento C (+56,76%) comparado ao CK.
52;2024;10.3390/agronomy14102223;Hou et al.;Qiqihar, Heilongjiang (China);Pulverized cover straw returning (C);Flat no-tillage without straw returning (CK);Carbonate Chernozem;Chernossolo Argilúvico;0–20;Total Nitrogen (TN);87,88;1,38;3;55,34;0,75;3;0,46;mg/kg;Idem;TN (AN) aumentou 58,80% com palha incorporada vs controle.
52;2024;10.3390/agronomy14102223;Hou et al.;Qiqihar, Heilongjiang (China);Pulverized cover straw returning (C);Flat no-tillage without straw returning (CK);Carbonate Chernozem;Chernossolo Argilúvico;0–20;Available Potassium (AK);322,27;2,11;3;135,53;1,7;3;0,87;mg/kg;Idem;AK aumentou em 137,78% no tratamento com cobertura triturada.
52;2024;10.3390/agronomy14102223;Hou et al.;Qiqihar, Heilongjiang (China);Pulverized cover straw returning (C);Flat no-tillage without straw returning (CK);Carbonate Chernozem;Chernossolo Argilúvico;0–20;Available Total Phosphorus (ATP);83,51;0,39;3;99,34;0,11;3;-0,17;mg/kg;Idem;ATP foi a única variável que diminuiu no tratamento experimental (-15,9%).
52;2024;10.3390/agronomy14102223;Hou et al.;Heilongjiang (China);Pulverized cover straw returning (C);Flat no-tillage without straw returning (CK);Carbonate Chernozem;Chernossolo Argilúvico;0–20;Available Magnesium (AMg);2,91;0,09;3;2,2;0,11;3;0,28;cmolc/kg;Avaliar o impacto de diferentes métodos de retorno de palha sobre propriedades químicas do solo.;AMg aumentou significativamente com cobertura triturada (+32,3%).
53;2023;10.3390/agronomy13071762;Yang et al.;Jingzhou, Hubei (China);Straw returning (C);Sem palha (CK);Silty clay loam;Planossolo Háplico Eutrófico;0–20;Soil Organic Carbon (SOC);29,25;11,4;3;22,89;0,89;3;0,25;g/kg⁻¹;Avaliar o efeito do manejo do solo e da palha no carbono orgânico do solo em sistema arroz-ratoon.;"SOC foi 27,8% maior com PT+S; maior incorporação de palha e raízes sob manejo com aração."
55;2024;10.3390/sustainability16073166;Silva et al.;Sul do Brasil;PT+S (Plow tillage  + straw retention);NT-S (No-tillage without straw);Não especificado;Não especificado;0–30;Soil Organic Carbon (SOC);0,7;0,19;4;0,42;0,14;4;0,51;Mg ha⁻¹ ano⁻¹;Avaliar o acúmulo de carbono em diferentes sistemas de manejo com enfoque em emissões de GEE;"Valores estimados de acúmulo de C no solo via LCA; não medidos diretamente em laboratório"
56;2024;10.3390/agronomy14040870;Steponavičienė et al.;Lituânia;No-tillage ;Conventional Tillage (CT) Vetch/Maize;Epieutric Endocalcaric Planosol;Planossolo Nátrico;0–10;Soil Organic Carbon (SOC);38,1;0,27;3;26,3;0,22;3;0,37;t ha⁻¹ ano⁻¹;Avaliar o impacto de 20 anos de manejo sobre o estoque de carbono do solo;"Estoque de SOC avaliado em 2023 após experimento de longo prazo; NT com palha teve maior SOC"
56;2024;10.3390/agronomy14040870;Steponavičienė et al.;Lituânia;No-tillage ;Conventional Tillage  + straw;Epieutric Endocalcaric Planosol;Planossolo Nátrico;10–25;Soil Organic Carbon (SOC);33,6;0,27;3;26;0,22;3;0,26;t ha⁻¹ ano⁻¹;Avaliar o impacto de 20 anos de manejo sobre o estoque de carbono do solo;Estoque de SOC avaliado em 2023 na camada inferior
57;2020;10.3390/agronomy10091233;Luo et al.;Sul da China;No-tillage ;Conv. Plowing  + straw;Ultisol;Argissolo;0–5;Soil Organic Carbon (SOC);21,21;0,12;3;17,19;0,11;3;0,21;g/kg⁻¹;Avaliar impacto de NT e palhada sobre o C do solo (2018);SOC aumentou 23% em relação ao CT (2018)
57;2020;10.3390/agronomy10091233;Luo et al.;Sul da China;No-tillage ;CT (conv. tillage);Ultisol;Argissolo;0–5;Total Nitrogen (TN);2;0,23;3;1,73;0,22;3;0,15;g/kg⁻¹;Determinar alterações de N sob diferentes manejos (2018);TN 15% superior em NT-SM vs CT (2018)
58;2022;10.3390/agronomy12020471;Gikonyo et al.;North China Plain;No-tillage ;CT;Fluvisol;"Neossolo Flúvico	";0–20;Available Potassium (AK);195,6;2,35;3;181,92;0,43;3;0,07;mg/kg;Analisar disponibilidade de K nas camadas superficiais do solo entre diferentes cultivos;"K decresceu com a profundidade; maiores valores em primavera"
58;2022;10.3390/agronomy12020471;Gikonyo et al.;North China Plain;Spring maize;Winter wheat;Fluvisol;"Neossolo Flúvico	";0–20;Available Total Phosphorus (ATP);10,6;0,08;3;9,33;0,46;3;0,13;mg/kg;Avaliar níveis de P disponível sob diferentes sistemas de cultivo de longo prazo;P mais alto na camada superficial (0–20 cm)
58;2022;10.3390/agronomy12020471;Gikonyo et al.;North China Plain;Spring maize;Winter wheat;Fluvisol;"Neossolo Flúvico	";0–20;Soil pH;8,36;0,2;3;8,45;0;3;-0,01;Unid. pH;Verificar variações no pH do solo sob cultivos contínuos ou rotacionados;"Valores altos (alcalinos); pH aumentou com a profundidade"
59;2023;10.3390/agronomy13112707;Lu et al.;Wuwei, China;Spring maize;Winter wheat;Aridisol;Sandy loam;0–30;Soil Organic Carbon (SOC);3,88;0,04;4;3,36;0,26;4;0,14;g/kg⁻¹;Avaliar impacto do cultivo em faixa com manejo conservacionista sobre OC e microbiota;SOC aumentou significativamente no NTIM
59;2023;10.3390/agronomy13112707;Lu et al.;Wuwei, China;No-tillage ;Conventional Tillage, intercrop maize;Aridisol;Sandy loam;0–30;Available Total Phosphorus (ATP);139,98;5,47;4;127,27;1,81;4;0,1;mg/kg;Avaliar teores totais de fósforo em resposta ao manejo;"TP e OP mais altos em NTIM; AP foi menor"
59;2023;10.3390/agronomy13112707;Lu et al.;Wuwei, China;No-tillage ;Conventional Tillage, intercrop maize;Aridisol;Sandy loam;0–30;Available Potassium (AK);75,74;0,98;4;96,4;4,82;4;-0,24;mg/kg;Comparar disponibilidade de K entre sistemas convencionais e conservacionistas;Valores menores de AK no NTIM
59;2023;10.3390/agronomy13112707;Lu et al.;Wuwei, China;No-tillage ;Conventional Tillage, intercrop maize;Aridisol;Sandy loam;0–30;Total Nitrogen (TN);0,53;0,01;4;0,5;0,02;4;0,06;g/kg⁻¹;Quantificar teores de nitrogênio total sob cultivo em faixa e sistema convencional;NTIM apresentou maior teor de TN
59;2023;10.3390/agronomy13112707;Lu et al.;Wuwei, China;No-tillage ;Conventional Tillage, intercrop maize;Aridisol;Sandy loam;0–30;Soil pH;8,28;0,01;4;8,34;0,02;4;-0,01;-;Avaliar variações de pH do solo conforme padrão de cultivo e manejo;Todos os valores indicaram alcalinidade
60;2023;10.3390/agronomy13092254;Li et al. (2023);Centro da China;No-tillage ;Conventional Tillage, intercrop maize;Calci-Ustic Luvisols;Neossolo Regolítico Eutrófico calcário;0–20;Soil Organic Carbon (SOC);17,05;0,12;4;15,49;0,38;4;0,1;g/kg⁻¹;Avaliar se o cultivo de mung bean sequestra mais C do que soja em sistema de rotação com trigo;MWR promoveu maiores teores de C em todos os agregados e camadas analisadas
60;2023;10.3390/agronomy13092254;Li et al. (2023);Centro da China;Mung beanâ€“winter wheat;Soybeanâ€“winter wheat;Calci-Ustic Luvisols;Neossolo Regolítico Eutrófico calcário;0–20;Total Nitrogen (TN);1,32;0,06;4;1,43;0,25;4;-0,08;g/kg⁻¹;Comparar o estoque de N entre diferentes leguminosas em rotação com trigo;MWR apresentou menor TN no topo, mas maior nas camadas profundas
60;2023;10.3390/agronomy13092254;Li et al. (2023);Centro da China;Mung beanâ€“winter wheat;Soybeanâ€“winter wheat;Calci-Ustic Luvisols;Neossolo Regolítico Eutrófico calcário;20–30;Soil Organic Carbon (SOC);14,34;0,14;4;11,43;0,21;4;0,23;g/kg⁻¹;Verificar estabilidade do C no subsolo em função do tipo de leguminosa;MWR mostrou maior sequestro de SOC que SWR em todos os agregados
60;2023;10.3390/agronomy13092254;Li et al. (2023);Centro da China;Mung beanâ€“winter wheat;Soybeanâ€“winter wheat;Calci-Ustic Luvisols;Neossolo Regolítico Eutrófico calcário;20–30;Total Nitrogen (TN);1,09;0,04;4;0,92;0,05;4;0,17;g/kg⁻¹;Quantificar o acúmulo de N em agregados do subsolo;MWR resultou em maior N em todas as frações em 20–30 cm
